School ID,School Short Name,School Name,Street Address,City,State,ZIP,Phone Number,Website,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,X Coordinate,Y Coordinate,Latitude,Longitude,Location
610218,Warren,Joseph Warren Elementary School,9239 S Jeffery Ave,Chicago,IL,60617,(773) 535-6625,http://www.warren.cps.k12.il.us,Skyway Elementary Network,Skyway Elementary Network,Standard,Level 2,No,0,Scantron,Average,51.3,53.1,60.9,69.7,58.8,43.8,35,52.6,46.9,59.1,62.5,73.5,37.5,26.3,50,Far Below Average,26.9,23.5,43.5,20.6,22.9,17.9,31,25.6,22.9,40.9,27.3,25.7,33.3,24.4,28.3,Not Yet Organized,Weak,Weak,Neutral,Weak,Weak,Weak,95.9,77.9,2.6,2.5,95,94.3,95.3,94.5,No,No,1191168.455,1843939.067,-87.5753162,41.72677474,"(-87.5753162, 41.72677474)"
610219,"Washington, G",George Washington Elementary School,3611 E 114th St,Chicago,IL,60617,(773) 535-5010,http://www.gwashingtonschool.org,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Standard,Level 1,No,0,NWEA,Far Above Average,76.3,65.8,74.6,68.1,77,71,75.8,71.8,84.4,82.1,64.8,81.1,88.2,82.1,80.5,Above Average,57.8,59.5,60.3,55.4,56.5,61.4,66.7,59.9,47.5,50,46.6,62.7,64.3,64.6,55.9,Organized,Strong,Weak,Neutral,Strong,Neutral,Neutral,19,26.5,2.3,2.8,95.5,94.3,95.9,96.3,Yes,No,1202028.594,1829944.81,-87.53600985,41.68810403,"(-87.53600985, 41.68810403)"
610220,Waters,Thomas J Waters Elementary School,4540 N Campbell Ave,Chicago,IL,60625,(773) 534-5090,http://www.waterselementary.org,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,60.3,62.2,58,40.4,67.7,54.8,63,57.7,71.1,76,61.2,41.9,62.5,51.1,62.8,Above Average,57.9,71.1,62.3,48,46.9,53.1,63,59.5,55.3,64.2,64,34.4,53.1,57.4,56.2,Well-organized,Very Strong,Neutral,Strong,Strong,Strong,Strong,,,,,96.1,96.1,95.1,96.2,No,No,1158841.899,1930252.459,-87.69136881,41.96434835,"(-87.69136881, 41.96434835)"
610221,Webster,Daniel Webster Elementary School,4055 W Arthington St,Chicago,IL,60624,(773) 534-6925,,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,58.1,55.6,43.3,65.5,90,31,53.1,56.5,77.8,41.4,69,72.4,37.9,56.3,59.8,Below Average,34.6,30.8,23.3,36.7,48.4,6.7,18.8,27.6,28.2,36.7,53.3,53.3,27.6,53.1,41.6,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,100,,3.2,,94.8,93,97.2,97.6,No,No,1149263.609,1895759.896,-87.72748159,41.86988904,"(-87.72748159, 41.86988904)"
610223,Wentworth,Daniel S Wentworth Elementary School,6950 S Sangamon St,Chicago,IL,60621,(773) 535-3394,http://www.wentworth.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 3,Yes,6,Scantron,Above Average,61.1,42.9,54.5,51.7,69.7,65.2,68.6,59.4,34.5,66.7,62.1,70,63.2,79.4,63,Below Average,30.9,6.1,17.4,20.7,25,20,34.3,21,6.3,39.1,55.2,20.6,54.5,74.3,41.1,Moderately Organized,Neutral,Strong,Strong,Weak,Weak,Neutral,59.8,87.3,2.5,3.1,91.6,89.9,95.9,95.5,No,No,1171140.355,1858532.558,-87.64825544,41.76728177,"(-87.64825544, 41.76728177)"
610224,West Pullman,West Pullman Elementary School,11941 S Parnell Ave,Chicago,IL,60628,(773) 535-5500,,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Track E,Level 3,Yes,6,Scantron,Above Average,59.1,77.5,39.1,51.7,34.6,40,68.2,53.1,82.9,56.5,63,56,57.1,65.2,65.3,Below Average,32.3,65.9,25.9,25.8,13.3,20.5,26.1,31.4,59.5,16,17.2,14.3,31.3,50,33.3,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Very Weak,80.8,,6.5,,91.2,90.7,93.8,94.3,No,No,1174831.25,1825538.503,-87.63570683,41.67666008,"(-87.63570683, 41.67666008)"
610225,Whistler,John Whistler Elementary School,11533 S Ada St,Chicago,IL,60643,(773) 535-5560,http://www.whistler.cps.k12.il.us,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Track E,Level 3,Yes,6,Scantron,Average,49,37.8,44.4,41.7,43.8,48.6,58.8,45.8,48.6,63,41.2,59.4,48.6,55.9,52.2,Below Average,31.9,18.4,20.7,32.4,21.9,29.7,40,27.4,23.7,44.8,42.9,34.4,29.7,45.7,36.4,Not Yet Organized,Weak,Neutral,Neutral,Very Weak,Weak,Neutral,46.7,83.3,2.1,2,92.4,90.8,97,95.1,No,No,1169444.934,1828137.944,-87.65534733,41.68391137,"(-87.65534733, 41.68391137)"
610226,Sandoval,Socorro Sandoval Elementary School,5534 S Saint Louis Ave,Chicago,IL,60629,(773) 535-0457,http://www.Sandoval.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,59.6,52.6,52.7,51.2,,,,52.2,77.5,65.8,57.4,,,,67,Below Average,43.2,24,35.8,27.9,,,,28.9,50,62.3,60.8,,,,57.4,Moderately Organized,Neutral,Not Enough Data,Not Enough Data,Neutral,Neutral,Not Enough Data,25,60,4.3,4.3,95.8,95.6,96.5,96,No,No,1153950.752,1867537.733,-87.71102417,41.79235177,"(-87.71102417, 41.79235177)"
610227,Whitney,Eli Whitney Elementary School,2815 S Komensky Ave,Chicago,IL,60623,(773) 534-1560,http://www.eliwhitneyschool.net,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Track E,Level 2,No,0,Scantron,Below Average,42.1,58.8,38.5,45.6,37.2,50.7,49.5,46.6,52.6,18.4,43.3,36.7,23.9,47.2,37.5,Below Average,34.2,25.3,22.8,31.5,37.5,46.1,40,33.1,31.3,18.2,46.3,30,45.8,41.6,35.3,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Neutral,32.9,48.9,1.9,2.2,95.8,94.5,95.2,95.4,Yes,No,1149877.98,1884894.804,-87.7255084,41.84006197,"(-87.7255084, 41.84006197)"
610228,Whittier,John Greenleaf Whittier Elementary School,1900 W 23rd St,Chicago,IL,60608,(773) 535-4590,http://www.whittier.cps.k12.il.us,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Standard,Level 3,Yes,2,Scantron,Average,49.2,37,66.7,44.8,54.5,42.9,44,47.4,44.4,72.7,33.3,72.7,48.1,44,51,Below Average,39.2,25.9,27.3,19.4,31.8,53.6,32,31.6,11.1,72.7,53.1,59.1,46.4,44,46.8,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Neutral,72.2,18.8,1.4,2.6,94.9,94,96.5,96,No,No,1164042.174,1888805.999,-87.67342126,41.85050786,"(-87.67342126, 41.85050786)"
610229,Pritzker,A.N. Pritzker School,2009 W Schiller St,Chicago,IL,60622,(773) 534-4415,http://www.pritzkerschool.org,Fulton Elementary Network,Fulton Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,61.1,43.3,40,66.7,79.7,60.9,67.6,60.4,51.4,68.3,62.3,73.9,67.7,47.6,61.8,Above Average,65.4,51.4,58.3,62.9,74,65.3,68,63.6,43.1,73.8,69.4,78.7,74.6,64.9,67.2,Well-organized,Strong,Neutral,Strong,Neutral,Strong,Strong,37.6,39.2,2.6,3.2,94.6,94.1,95.6,94.6,No,No,1162693.096,1909391.648,-87.67779555,41.907025,"(-87.67779555, 41.907025)"
610230,Wildwood,Wildwood Elementary School,6950 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1188,http://www.wildwoodworldmagnet.org,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,NWEA,Far Above Average,70.4,49,54.5,75.5,88.6,90,87.9,71.4,53.8,64.3,91.7,65.9,78.6,66.7,69.4,Far Above Average,80.6,74.5,67.9,86,93.3,93.3,84.8,81.8,77.2,71.9,90,77.8,75.9,85.3,79.4,Well-organized,Very Strong,Very Strong,Very Strong,Neutral,Neutral,Very Strong,,,,,96.2,96,95.7,95.5,Yes,No,1135078.471,1945800.949,-87.77837089,42.00747007,"(-87.77837089, 42.00747007)"
610231,National Teachers,National Teachers Elementary Academy,55 W Cermak Rd,Chicago,IL,60616,(773) 534-9970,http://www.nta.cps.k12.il.us,AUSL Schools,Burnham Park Elementary Network,Track E,Level 2,No,0,NWEA,Above Average,56.8,70.3,48.9,66.7,42.2,50,54.2,55,70,38.6,64.9,62.2,64.5,51.9,58.5,Below Average,39.4,62.2,40.8,26.2,46.7,32.4,39.3,42,50,42.6,34.1,42.2,22.9,17.9,36.8,Organized,Neutral,Strong,Neutral,Neutral,Neutral,Very Strong,90.5,73.8,2.1,2.3,94.7,94.9,96.3,96.9,No,No,1176061.392,1889726.757,-87.62928114,41.85277255,"(-87.62928114, 41.85277255)"
610232,Williams Es,Williams Multiplex Elementary School,2710 S Dearborn St,Chicago,IL,60616,(773) 534-9245,http://www.williams.cps.k12.il.us,Burnham Park Elementary Network,Burnham Park Elementary Network,Track E,Level 3,Yes,5,Scantron,Below Average,36.9,45,23.7,31.8,,,,34,51.3,37.8,22.7,,,,39.8,Far Below Average,16.5,18.2,16.7,16.7,,,,17.3,17.1,9.5,24,,,,15.7,Not Yet Organized,Weak,Not Enough Data,Not Enough Data,Weak,Very Weak,Not Enough Data,74.4,61.8,1.2,2,91.6,92.2,95.9,95.6,Pending,No,1176275.784,1886545.486,-87.62859008,41.84403809,"(-87.62859008, 41.84403809)"
610233,Yale,Elihu Yale Elementary School,7025 S Princeton Ave,Chicago,IL,60621,(773) 535-3190,http://www.elihuyale.org,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 3,Yes,10,Scantron,Below Average,36.5,15,54.5,42.1,44.4,55.6,54.5,42.3,30,28.6,5.3,55.6,42.1,23.1,31.1,Far Below Average,22.2,9.5,20,23.8,20,22.7,16.7,18.9,5,25,34.8,25,40.9,15.4,25.4,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Weak,75.7,83.6,2.6,2.9,89.7,90.9,97,95,No,No,1175551.272,1858262.194,-87.63209571,41.76644232,"(-87.63209571, 41.76644232)"
610234,Yates,Richard Yates Elementary School,1839 N Richmond St,Chicago,IL,60647,(773) 534-4550,,Fullerton Elementary Network,Fullerton Elementary Network,Track E,Level 2,Yes,4,Scantron,Above Average,56,63,50,48.8,47.2,54.7,80,56.8,53.5,49.1,61.9,43.6,58,70.5,55.3,Below Average,40.7,37.5,27.6,23.9,19.3,42.6,47.8,32.7,37.5,43.1,60,53.4,50.9,47.8,48.7,Organized,Neutral,Strong,Strong,Neutral,Neutral,Neutral,46.8,57.1,2.1,2.3,93.7,92.6,96.2,96.3,No,No,1156561.083,1912262.258,-87.70024324,41.91502858,"(-87.70024324, 41.91502858)"
610235,Young,Ella Flagg Young Elementary School,1434 N Parkside Ave,Chicago,IL,60651,(773) 534-6200,http://www.young.cps.k12.il.us,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Track E,Level 2,No,0,Scantron,Average,46.7,36.1,48.8,45.9,40.5,51.5,54.7,46.4,35.2,46.7,47.7,45.2,66.7,39.1,46.9,Far Below Average,28.9,24.2,27.8,21.6,24.8,34.8,37.5,28.7,14.4,26.3,21.7,26.3,54.1,30.1,29.1,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Weak,53.5,50.9,3.5,6.1,94.3,94.3,95.4,95.9,No,No,1138362.536,1909130.405,-87.76717934,41.90678358,"(-87.76717934, 41.90678358)"
610237,Beethoven,Ludwig Van Beethoven Elementary School,25 W 47th St,Chicago,IL,60609,(773) 535-1480,,Burnham Park Elementary Network,Burnham Park Elementary Network,Track E,Level 3,Yes,2,Scantron,Average,46.5,60,34.6,44.7,42.2,48.8,51.7,47.2,60,38.5,2.7,47.7,61.4,65.5,45.7,Far Below Average,23.9,40,7.4,10.3,18.8,21.7,24.1,20.5,23.3,7.4,10.5,35.4,29.8,55.2,27.4,Well-organized,Strong,Strong,Very Strong,Very Strong,Very Strong,Neutral,47.4,45.9,3.1,2,93.7,94.4,94.7,92.6,No,No,1176782.61,1873820.331,-87.62711401,41.80910779,"(-87.62711401, 41.80910779)"
610238,Bond,Carrie Jacobs Bond Elementary School,7050 S May St,Chicago,IL,60621,(773) 535-3480,http://www.bond.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 3,Yes,6,Scantron,Average,47.6,47.6,31,53.8,36.4,66.7,61.5,48.2,33.3,50,53.6,50,50,46.2,47,Far Below Average,26.8,17.9,21.9,6.9,16,25,40,21.3,22.6,21.2,46.7,21.4,37.5,46.7,32.1,Well-organized,Strong,Strong,Very Strong,Strong,Strong,Strong,88.4,73.3,3.8,3.6,91.7,91.6,94.3,95.4,Pending,No,1169836.444,1857831.503,-87.65305514,41.76538639,"(-87.65305514, 41.76538639)"
610239,Daley,Richard J Daley Elementary Academy,5024 S Wolcott Ave,Chicago,IL,60609,(773) 535-9091,http://www.daley.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Track E,Level 2,No,0,Scantron,Average,47.2,40.8,40.7,31.3,50,53.3,54.3,45.5,50.7,60,34.9,50.7,45.8,51.3,48.9,Below Average,35.9,18.1,14.3,15.6,32.9,34.4,28.9,24.5,20.8,48.2,53.1,58.3,60.3,46.8,47.5,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Weak,31.4,24,1.7,1.3,94.9,94.4,96,94.9,Yes,No,1164498.218,1871257.706,-87.67224309,41.80234381,"(-87.67224309, 41.80234381)"
610240,Henson,Matthew A Henson Elementary School,1326 S Avers Ave,Chicago,IL,60623,(773) 534-1804,http://www.henson.cps.k12.il.us,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,44.9,18.5,40.9,56,45.8,38.9,60.6,44.3,23.1,22.7,24,54.2,70.6,75.8,45.6,Far Below Average,15.3,7.1,16.7,11.1,12,13.6,34.3,16.8,3.6,4.2,11.1,20,28.6,17.6,13.8,Not Yet Organized,Weak,Neutral,Very Weak,Neutral,Weak,Weak,71.1,73.6,3.4,2,90.9,89.5,95.7,96.7,Yes,No,1150885.71,1893465.136,-87.72158636,41.86356038,"(-87.72158636, 41.86356038)"
610241,Marconi,Guglielmo Marconi Elementary Community Academy,230 N Kolmar Ave,Chicago,IL,60624,(773) 534-6210,http://www.marconi.cps.k12.il.us,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Standard,Level 3,Yes,6,Scantron,Far Above Average,73.4,60,68.4,88.2,52.2,57.9,73.1,66.4,66.7,94.4,88.9,60,76.5,92.3,80.7,Below Average,38.1,35.3,30,25,32,43.5,39.3,34.6,31.6,65,25,28,47.8,50,41.5,Organized,Weak,Neutral,Strong,Neutral,Strong,Very Weak,60.8,43,3.5,2.4,91.5,89.4,96.5,95.3,No,No,1145991.517,1900994.657,-87.73936153,41.88431659,"(-87.73936153, 41.88431659)"
610242,Brennemann,Joseph Brennemann Elementary School,4251 N Clarendon Ave,Chicago,IL,60613,(773) 534-5766,,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Average,48.7,52,53.8,34.3,59.3,59.1,44,49.4,46.2,36,50,60.7,65,32,48.1,Below Average,38.5,44.8,30.8,23.7,39.3,44,40.7,36.4,26.7,14.3,37.1,46.7,73.1,50,40.6,Partially Organized,Weak,Strong,Neutral,Weak,Weak,Neutral,33.7,52.2,3.9,3.9,96.5,94.4,97.7,98.2,No,No,1170183.793,1928747.67,-87.64971223,41.95997841,"(-87.64971223, 41.95997841)"
610243,Calhoun,John Calhoun North Elementary School,2833 W Adams St,Chicago,IL,60612,(773) 534-6940,,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,60.6,58.3,60,51.7,48.5,50,89.7,59.4,88,57.1,66.7,44.1,53.3,69,61.7,Average,45.7,44,48.6,37.5,21.6,36.7,48.4,39.1,69.2,51.4,39.4,34.2,63.3,64.5,52.3,Moderately Organized,Weak,Not Enough Data,Not Enough Data,Neutral,Strong,Not Enough Data,100,96,2.4,2.1,95.9,94.1,96.5,95.1,No,No,1157392.716,1898855.056,-87.69755292,41.87822115,"(-87.69755292, 41.87822115)"
610246,Beasley,Edward Beasley Elementary Magnet Academic Center,5255 S State St,Chicago,IL,60609,(773) 535-1230,http://www.beasleyac.org,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 2,No,0,Scantron,Average,51.1,47.7,47.7,52.3,60.3,59.3,65.1,55.2,44.4,50.8,33,39.4,55,59.8,46.8,Average,48,43.2,43.4,43.4,48.6,70.8,62.6,51.6,29.5,44.8,38.6,36.6,59.5,57.8,44.3,Partially Organized,Neutral,Weak,Neutral,Neutral,Neutral,Neutral,74.7,59,2.9,2.2,95,94.3,94.7,95.4,No,No,1177212.26,1869948.081,-87.62565509,41.79847228,"(-87.62565509, 41.79847228)"
610248,Chgo Acad Es,Chicago Academy Elementary School,3400 N Austin Ave,Chicago,IL,60634,(773) 534-3885,http://www.chicagoacademy.org,AUSL Schools,O'Hare Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,65.6,73.6,69.2,67.6,57.1,54.4,67.3,64.5,71.7,64.8,53.8,65.5,70.2,73.6,66.7,Above Average,61.4,40,58.2,75,57.1,72.4,71.9,61.8,60,59.6,58.9,53.3,70.7,63.6,61,Organized,Strong,Neutral,Neutral,Strong,Neutral,Strong,30.6,41.5,2,2.4,96.3,96.3,96.1,96.3,No,No,1135740.091,1922002.941,-87.77650575,41.94215439,"(-87.77650575, 41.94215439)"
610249,Talman,Talman Elementary School,5450 S Talman Ave,Chicago,IL,60632,(773) 535-7850,http://www.talman.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,63.2,46.2,54.5,71.4,65.2,75.9,70,63.5,46.2,72.7,60.7,73.9,62.1,60,62.9,Average,48,28.6,41.2,46.9,68,70,75,53.8,25,26.5,34.4,68,53.3,54.2,42.2,Well-organized,Very Strong,Very Strong,Strong,Very Strong,Very Strong,Very Strong,18.2,17.1,1.8,1.9,96.2,93.7,95.5,94.3,No,No,1159597.93,1868206.829,-87.6902983,41.79407382,"(-87.6902983, 41.79407382)"
610250,Salazar,Rueben Salazar Elementary Bilingual Center,160 W Wendell St,Chicago,IL,60610,(773) 534-8310,http://www.salazar.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Track E,Level 2,No,0,NWEA,Above Average,56,62.7,33.3,75,51.1,67.7,50,56.6,57.1,47.4,67.7,41.3,63.9,62.5,55.4,Average,53.4,42.3,36.8,66.7,68.8,57.6,50,53.6,57.7,36.8,61.8,61.2,55.3,38.5,53.2,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,16.1,33.7,2.1,3.9,95.1,95.4,95.8,97.1,No,No,1174702.288,1907452.819,-87.63373912,41.90144445,"(-87.63373912, 41.90144445)"
610251,Cather,Willa Cather Elementary School,2908 W Washington Blvd,Chicago,IL,60612,(773) 534-6780,http://www.cather.cps.k12.il.us,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,62.1,50,40,69.6,42.3,72.7,66.7,56.3,73.1,90,78.3,57.7,45.5,64.7,67.9,Below Average,42.9,19.2,22.7,30.4,19.2,47.8,45,30,46.2,63.6,78.3,46.2,47.8,55,55.7,Organized,Neutral,Strong,Neutral,Neutral,Strong,Neutral,60.2,79.1,1.7,2.4,94.9,94.8,96.4,95.2,No,No,1156925.053,1900584.719,-87.69922315,41.882977,"(-87.69922315, 41.882977)"
610252,Dett,Robert Nathaniel Dett Elementary School,2306 W Maypole Ave,Chicago,IL,60612,(773) 534-7160,http://www.dett.cps.k12.il.us,Fulton Elementary Network,Fulton Elementary Network,Track E,Level 2,No,0,Scantron,Below Average,41.1,33.3,52.4,50,45,23.8,43.3,41.9,13.3,47.6,40.9,60,38.1,36.7,40.3,Far Below Average,28.2,17.6,9.1,9.1,23.8,33.3,23.3,19.5,17.6,18.2,31.8,47.6,52.4,46.7,36.8,Well-organized,Strong,Strong,Strong,Strong,Strong,Neutral,78.9,94.4,4.1,3.5,94.4,91.1,94.8,93.4,No,No,1160870.308,1900992.919,-87.68472465,41.88401623,"(-87.68472465, 41.88401623)"
610254,Dvorak Tech Acad,Dvorak Technology Academy,3615 W 16th St,Chicago,IL,60623,(773) 534-1690,http://www.Dvoraktech.org,Austin-North Lawndale Elementary Network,Austin-North Lawndale Elementary Network,Standard,Level 3,Yes,6,Scantron,Below Average,31.3,15.5,33.3,28.6,47.1,58.2,39,37.5,17.9,25,25,23.5,42.1,14.6,25.3,Far Below Average,18.7,8.2,24.3,12.9,20.4,35.1,41.9,23.7,5.3,21.4,17.1,1.9,16.9,25.6,13.8,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,58.5,50,3.8,3.5,94.2,93,95.4,94.5,No,No,1152488.851,1891762.257,-87.71574626,41.85885599,"(-87.71574626, 41.85885599)"
610256,Robinson,Jackie Robinson Elementary School,4225 S Lake Park Ave,Chicago,IL,60653,(773) 535-1777,,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,4,NWEA,Below Average,39.6,30.8,,,,,,30.8,48.1,,,,,,48.1,Far Below Average,4.8,3.2,,,,,,3.2,6.3,,,,,,6.3,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,19.9,35.8,2,1.7,90.5,89.8,93.8,92.7,Yes,No,1184412.88,1876890.974,-87.59903174,41.81735839,"(-87.59903174, 41.81735839)"
610257,Morton,Morton School of Excellence,431 N Troy St,Chicago,IL,60612,(773) 534-6791,,AUSL Schools,Garfield-Humboldt Elementary Network,Track E,Level 1,Yes,9,NWEA,Above Average,69.1,44.4,44.4,88.5,60.7,75,56.1,61.3,74.1,81.5,77.8,78.6,71.9,77.5,76.8,Average,47.6,36.7,35.7,60.7,31.3,50,46.5,43.7,53.3,57.1,71.4,28.1,50,52.4,51.5,Well-organized,Neutral,Strong,Strong,Strong,Strong,Neutral,94.2,100,1.8,1.9,93.6,93.7,97.1,97.5,Yes,No,1155338.246,1902872.403,-87.7049885,41.88928666,"(-87.7049885, 41.88928666)"
610263,Dulles,John Foster Dulles Elementary School,6311 S Calumet Ave,Chicago,IL,60637,(773) 535-0690,http://www.dullesschoolofexcellence.org,AUSL Schools,Skyway Elementary Network,Track E,Level 2,Yes,6,NWEA,Above Average,62.2,71.2,58.1,62.5,53.2,65.2,59.3,61.9,73.4,66.7,56,58.5,58.3,50,62.4,Far Below Average,19.8,17.9,27.7,24.5,18,16,25,21.5,22.2,21.2,13.7,14.9,23.1,12.5,18.2,Not Yet Organized,Weak,Neutral,Neutral,Weak,Weak,Weak,57,75.4,3.2,2.9,94.1,94.1,97.3,97.2,No,No,1179581.237,1863162.082,-87.61717494,41.779797,"(-87.61717494, 41.779797)"
610265,Banneker,Benjamin Banneker Elementary School,6656 S Normal Blvd,Chicago,IL,60621,(773) 535-3020,,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,43,16.7,22.2,43.5,50,60.9,44,39.3,43.5,40.7,39.1,62.1,39.1,52,46.7,Far Below Average,26.4,13.3,10.3,12,20,41.7,44.4,23,20.7,27.6,28,13.3,45.8,48.1,29.9,Organized,Not Enough Data,Strong,Strong,Not Enough Data,Not Enough Data,Neutral,60.2,62.8,2.2,1.8,91.3,91.1,93.9,94.5,No,No,1174114.357,1860550.724,-87.63729464,41.77275433,"(-87.63729464, 41.77275433)"
610266,Dumas Tech Acad,Dumas Technology Academy,6650 S Ellis Ave,Chicago,IL,60637,(773) 535-0750,http://www.dumastech.org,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,6,Scantron,Below Average,40.8,44.1,21.6,54.5,40,46.4,34.6,39.9,33.3,32.4,48.6,34.5,61.5,45,41.6,Far Below Average,18.9,19.4,7.7,33.3,18.2,20,30.6,21.4,15.8,15.4,25,6.1,20.7,14.7,16.4,Partially Organized,Weak,Neutral,Neutral,Neutral,Neutral,Weak,73.7,85.8,2.5,2.7,92.5,91.6,95.6,96,No,No,1183997.399,1860905.944,-87.60105531,41.77350389,"(-87.60105531, 41.77350389)"
610268,Ashe,Arthur R Ashe Elementary School,8505 S Ingleside Ave,Chicago,IL,60619,(773) 535-3550,,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,41.6,32,35.9,35,37.5,44.4,41.7,38.3,11.5,41.3,33.3,53.8,60.5,58.1,44.9,Far Below Average,25.4,10.5,20,11.1,10.3,39,18.4,18.9,5.6,26.5,11.5,36.1,44.2,60.5,32,Organized,Not Enough Data,Strong,Very Strong,Not Enough Data,Not Enough Data,Weak,81.3,67.9,3.3,3.2,87.9,89.7,93.4,94.5,No,No,1184078.661,1848752.991,-87.60113659,41.74015307,"(-87.60113659, 41.74015307)"
610269,McCutcheon,John T McCutcheon Elementary School,4865 N Sheridan Rd,Chicago,IL,60640,(773) 534-2680,http://www.mccutcheon.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Average,52.7,47.4,57.6,59.5,57.9,54.8,57.9,55.5,53.8,54.5,48.8,21.1,60.6,47.4,50,Below Average,42.8,41.5,47.2,31,35,36.1,47.6,39.3,29.5,50,46.5,50,50,63.6,46.3,Not Yet Organized,Weak,Not Enough Data,Not Enough Data,Weak,Weak,Not Enough Data,50,48.4,2,1.4,94,93.3,94.8,95.8,No,No,1168789.535,1932738.462,-87.65472193,41.97095968,"(-87.65472193, 41.97095968)"
